/home/d310/anaconda3/envs/oiqa_rjl/lib/python3.9/site-packages/torch/functional.py:568: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at  ../aten/src/ATen/native/TensorShape.cpp:2228.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
[train epoch 1/25] loss: 0.525500, plcc: 0.4256, srcc: 0.4198, rmse: 0.5510, lr: 0.000010, time: 9.43 min
[train epoch 11/25] loss: 0.069513, plcc: 0.9015, srcc: 0.9061, rmse: 0.2635, lr: 0.000010, time: 8.09 min
[val epoch 11/25] loss: 0.139440, plcc_v: 0.8127, srcc_v: 0.8103, rmse_v: 0.3518, lr: 0.000010, time: 0.77 min
[train epoch 12/25] loss: 0.064907, plcc: 0.9084, srcc: 0.9127, rmse: 0.2546, lr: 0.000010, time: 7.96 min
[val epoch 12/25] loss: 0.139804, plcc_v: 0.8086, srcc_v: 0.8078, rmse_v: 0.3552, lr: 0.000010, time: 0.76 min
[train epoch 13/25] loss: 0.061189, plcc: 0.9138, srcc: 0.9175, rmse: 0.2473, lr: 0.000010, time: 8.05 min
[val epoch 13/25] loss: 0.144179, plcc_v: 0.8099, srcc_v: 0.8084, rmse_v: 0.3542, lr: 0.000010, time: 0.77 min
[train epoch 14/25] loss: 0.057800, plcc: 0.9188, srcc: 0.9225, rmse: 0.2403, lr: 0.000010, time: 8.29 min
[val epoch 14/25] loss: 0.129853, plcc_v: 0.8066, srcc_v: 0.8068, rmse_v: 0.3569, lr: 0.000010, time: 0.77 min
[train epoch 15/25] loss: 0.053122, plcc: 0.9256, srcc: 0.9295, rmse: 0.2304, lr: 0.000010, time: 8.25 min
[val epoch 15/25] loss: 0.139265, plcc_v: 0.8038, srcc_v: 0.8002, rmse_v: 0.3592, lr: 0.000010, time: 0.75 min
[train epoch 16/25] loss: 0.050281, plcc: 0.9297, srcc: 0.9323, rmse: 0.2242, lr: 0.000010, time: 8.06 min
[val epoch 16/25] loss: 0.143130, plcc_v: 0.7982, srcc_v: 0.7988, rmse_v: 0.3637, lr: 0.000010, time: 0.75 min
[train epoch 17/25] loss: 0.050573, plcc: 0.9294, srcc: 0.9326, rmse: 0.2248, lr: 0.000010, time: 8.18 min
[val epoch 17/25] loss: 0.132212, plcc_v: 0.8060, srcc_v: 0.8020, rmse_v: 0.3574, lr: 0.000010, time: 0.76 min
[train epoch 18/25] loss: 0.047078, plcc: 0.9344, srcc: 0.9371, rmse: 0.2169, lr: 0.000010, time: 8.27 min
[val epoch 18/25] loss: 0.138784, plcc_v: 0.8043, srcc_v: 0.8019, rmse_v: 0.3588, lr: 0.000010, time: 0.78 min
[train epoch 19/25] loss: 0.044364, plcc: 0.9383, srcc: 0.9405, rmse: 0.2106, lr: 0.000010, time: 8.22 min
[val epoch 19/25] loss: 0.134898, plcc_v: 0.8034, srcc_v: 0.8009, rmse_v: 0.3595, lr: 0.000010, time: 0.75 min
[train epoch 20/25] loss: 0.042510, plcc: 0.9409, srcc: 0.9429, rmse: 0.2061, lr: 0.000010, time: 8.14 min
[val epoch 20/25] loss: 0.143838, plcc_v: 0.7972, srcc_v: 0.7957, rmse_v: 0.3645, lr: 0.000010, time: 0.78 min
[train epoch 21/25] loss: 0.039537, plcc: 0.9452, srcc: 0.9474, rmse: 0.1988, lr: 0.000010, time: 8.18 min
[val epoch 21/25] loss: 0.147737, plcc_v: 0.7988, srcc_v: 0.7977, rmse_v: 0.3632, lr: 0.000010, time: 0.78 min
[train epoch 22/25] loss: 0.038807, plcc: 0.9462, srcc: 0.9478, rmse: 0.1969, lr: 0.000010, time: 8.27 min
[val epoch 22/25] loss: 0.144274, plcc_v: 0.7964, srcc_v: 0.7942, rmse_v: 0.3652, lr: 0.000010, time: 0.77 min
[train epoch 23/25] loss: 0.036762, plcc: 0.9492, srcc: 0.9513, rmse: 0.1917, lr: 0.000010, time: 8.39 min
[val epoch 23/25] loss: 0.136011, plcc_v: 0.8001, srcc_v: 0.7983, rmse_v: 0.3622, lr: 0.000010, time: 0.78 min
[train epoch 24/25] loss: 0.035160, plcc: 0.9514, srcc: 0.9535, rmse: 0.1874, lr: 0.000010, time: 8.34 min
[val epoch 24/25] loss: 0.146522, plcc_v: 0.7976, srcc_v: 0.7970, rmse_v: 0.3642, lr: 0.000010, time: 0.78 min
[train epoch 25/25] loss: 0.033896, plcc: 0.9532, srcc: 0.9542, rmse: 0.1841, lr: 0.000010, time: 8.27 min
[val epoch 25/25] loss: 0.150791, plcc_v: 0.7821, srcc_v: 0.7829, rmse_v: 0.3763, lr: 0.000010, time: 0.79 min
